Dyad,Cov,S_Around_Overall_Time,S_Monitor_Overall_Time,S_Keyboard_Overall_Time,S_Face_Overall_Time,S_Around_Mean,S_Monitor_Mean,S_Keyboard_Mean,S_Face_Mean,S_NoFace_Mean,S_CompOnly_Mean,S_Around_Median,S_Monitor_Median,S_Keyboard_Median,S_Face_Median,S_NoFace_Median,S_CompOnly_Median,S_Around_PopularSD,S_Monitor_PopularSD,S_Keyboard_PopularSD,S_Face_PopularSD,S_NoFace_PopularSD,S_CompOnly_PopularSD,S_Around_Frequency,S_Monitor_Frequency,S_Keyboard_Frequency,S_Face_Frequency,S_NoFace_Frequency,S_CompOnly_Frequency,H_NoSpeak_Overall_Time,H_Typing_Overall_Time,H_Speaking_Overall_Time,H_SSS_Overall_Time,H_Hovering_Overall_Time,H_NoSpeak_Mean,H_Typing_Mean,H_Speaking_Mean,H_SSS_Mean,H_Hovering_Mean,H_Sound_Mean,H_NoSound_Mean,H_NoSpeak_Median,H_Typing_Median,H_Speaking_Median,H_SSS_Median,H_Hovering_Median,H_Sound_Median,H_NoSound_Median,H_NoSpeak_PopularSD,H_Typing_PopularSD,H_Speaking_PopularSD,H_SSS_PopularSD,H_Hovering_PopularSD,H_Sound_PopularSD,H_NoSound_PopularSD,H_NoSpeak_Frequency,H_Typing_Frequency,H_Speaking_Frequency,H_SSS_Frequency,H_Hovering_Frequency,H_Sound_Frequency,H_NoSound_Frequency,S_NoSpeak_Overall_Time,S_Typing_Overall_Time,S_Speaking_Overall_Time,S_SSS_Overall_Time,S_Hovering_Overall_Time,S_NoSpeak_Mean,S_Typing_Mean,S_Speaking_Mean,S_SSS_Mean,S_Hovering_Mean,S_Sound_Mean,S_NoSound_Mean,S_NoSpeak_Median,S_Typing_Median,S_Speaking_Median,S_SSS_Median,S_Hovering_Median,S_Sound_Median,S_NoSound_Median,S_NoSpeak_PopularSD,S_Typing_PopularSD,S_Speaking_PopularSD,S_SSS_PopularSD,S_Hovering_PopularSD,S_Sound_PopularSD,S_NoSound_PopularSD,S_NoSpeak_Frequency,S_Typing_Frequency,S_Speaking_Frequency,S_SSS_Frequency,S_Hovering_Frequency,S_Sound_Frequency,S_NoSound_Frequency
72,1,541.0,1370.0,485.0,6604.0,33.8125,36.05263157894737,28.529411764705884,113.86206896551724,41.310344827586206,39.468085106382979,26.5,31.0,28.0,78.0,35.0,32.0,23.812335957440212,25.428897122452359,12.353221285339604,130.51402993361475,26.394361268605195,26.079135757633871,16.0,38.0,17.0,58.0,58.0,47.0,1542.0,5900.0,1464.0,94.0,0.0,110.14285714285714,393.33333333333331,86.117647058823536,31.333333333333332,0.0,103.86666666666666,496.13333333333333,103.0,368.0,81.0,39.0,0.0,87.0,455.0,63.749349736579539,176.36804951262823,29.889762860809594,17.594190960528863,0.0,37.076257751948063,183.89194895070554,14.0,15.0,17.0,3.0,0.0,15.0,15.0,8077.0,0.0,923.0,0.0,0.0,673.08333333333337,0.0,83.909090909090907,0.0,0.0,83.909090909090907,673.08333333333337,524.5,0.0,66.0,0.0,0.0,66.0,524.5,493.69937855833774,0.0,65.036289933117061,0.0,0.0,65.036289933117061,493.69937855833774,12.0,0.0,11.0,0.0,0.0,11.0,12.0
72,2,2320.0,2418.0,125.0,4137.0,68.235294117647058,65.351351351351354,20.833333333333332,70.118644067796609,83.84482758620689,65.205128205128204,57.0,57.0,20.0,50.0,60.5,56.0,48.332828219927535,38.540407869071522,7.6684780468848937,57.921362455228227,73.408117967912546,38.592665363451623,34.0,37.0,6.0,59.0,58.0,39.0,178.0,8176.0,363.0,158.0,125.0,35.600000000000001,1022.0,72.599999999999994,52.666666666666664,125.0,74.428571428571431,1059.875,45.0,1085.5,78.0,62.0,125.0,78.0,1173.0,20.460694025374604,500.22569905993436,26.597744265256779,31.721006008987519,0.0,21.888399686051208,492.62547576734192,5.0,8.0,5.0,3.0,1.0,7.0,8.0,8026.0,0.0,974.0,0.0,0.0,1146.5714285714287,0.0,162.33333333333334,0.0,0.0,162.33333333333334,1146.5714285714287,560.0,0.0,78.5,0.0,0.0,78.5,560.0,1189.3507060748802,0.0,180.97667130200941,0.0,0.0,180.97667130200941,1189.3507060748802,7.0,0.0,6.0,0.0,0.0,6.0,7.0
73,1,1918.0,37.0,1477.0,5568.0,44.604651162790695,12.333333333333334,46.15625,76.273972602739732,46.378378378378379,44.529411764705884,30.0,9.0,34.0,49.0,34.0,32.5,34.881286736776161,4.7140452079103161,37.076870633017293,59.121945088670273,37.050623769306064,36.568417178599582,43.0,3.0,32.0,73.0,74.0,34.0,3089.0,4345.0,1498.0,68.0,0.0,171.61111111111111,217.25,93.625,34.0,0.0,92.117647058823536,413.0,115.5,172.5,79.0,34.0,0.0,76.0,399.0,128.7642716529744,151.20644000835415,43.303976434041253,14.0,0.0,41.686339069914773,266.76102497262309,18.0,20.0,16.0,2.0,0.0,17.0,18.0,6608.0,0.0,2392.0,0.0,0.0,413.0,0.0,159.46666666666667,0.0,0.0,159.46666666666667,413.0,363.0,0.0,120.0,0.0,0.0,120.0,363.0,175.56231087565462,0.0,146.3911958494165,0.0,0.0,146.3911958494165,175.56231087565462,16.0,0.0,15.0,0.0,0.0,15.0,16.0
73,2,1174.0,86.0,2749.0,4991.0,31.72972972972973,14.333333333333334,72.34210526315789,76.784615384615378,61.676923076923075,69.146341463414629,22.0,11.0,38.5,50.0,34.0,34.0,21.73631740938535,7.8881063774661548,82.957273820795209,67.468851458726959,69.925918534118921,81.353657622545327,37.0,6.0,38.0,65.0,65.0,41.0,1188.0,7410.0,402.0,0.0,0.0,198.0,1482.0,80.400000000000006,0.0,0.0,80.400000000000006,1433.0,185.5,1323.0,76.0,0.0,0.0,76.0,1475.5,39.365805804869112,405.89013291776382,10.518555033843766,0.0,0.0,10.518555033843766,651.3478333425237,6.0,5.0,5.0,0.0,0.0,5.0,6.0,8213.0,0.0,787.0,0.0,0.0,1642.5999999999999,0.0,157.40000000000001,0.0,0.0,157.40000000000001,1642.5999999999999,1611.0,0.0,127.0,0.0,0.0,127.0,1611.0,411.9274693438154,0.0,58.595562971952063,0.0,0.0,58.595562971952063,411.9274693438154,5.0,0.0,5.0,0.0,0.0,5.0,5.0
74,1,475.0,208.0,390.0,7927.0,19.0,34.666666666666664,22.941176470588236,184.34883720930233,25.547619047619047,26.0,17.0,30.5,21.0,69.0,21.0,21.0,7.5471849056452829,16.152055252780958,12.021894674180663,323.14831239072487,17.948607030381648,14.191240409063123,25.0,6.0,17.0,43.0,42.0,23.0,682.0,5145.0,1619.0,235.0,1319.0,42.625,190.55555555555554,73.590909090909093,78.333333333333329,65.950000000000003,74.159999999999997,274.84615384615387,34.5,194.0,69.5,66.0,55.5,68.0,254.0,32.984608152894587,112.78965454703506,35.366469856103038,19.601587237318874,46.372917743010298,33.899474922187217,129.64735967162031,16.0,27.0,22.0,3.0,20.0,25.0,26.0,7016.0,0.0,1984.0,0.0,0.0,159.45454545454547,0.0,46.139534883720927,0.0,0.0,46.139534883720927,159.45454545454547,112.0,0.0,34.0,0.0,0.0,34.0,112.0,144.31254820786702,0.0,39.642930332722152,0.0,0.0,39.642930332722152,144.31254820786702,44.0,0.0,43.0,0.0,0.0,43.0,44.0
74,2,302.0,583.0,661.0,7454.0,27.454545454545453,44.846153846153847,31.476190476190474,201.45945945945945,41.783783783783782,41.466666666666669,20.0,34.0,29.0,78.0,34.0,34.5,19.537207562465085,22.541743000815021,18.942567452117061,287.06648581014025,27.439501152914904,24.784045046942776,11.0,13.0,21.0,37.0,37.0,30.0,268.0,8221.0,430.0,45.0,36.0,53.600000000000001,685.08333333333337,47.777777777777779,45.0,36.0,47.5,775.0,41.0,664.5,48.0,45.0,36.0,46.5,702.0,18.746733048720781,454.43526461116795,15.718197364680906,0.0,0.0,14.934858553063032,413.4372547755749,5.0,12.0,9.0,1.0,1.0,10.0,11.0,7667.0,0.0,1333.0,0.0,0.0,383.35000000000002,0.0,70.15789473684211,0.0,0.0,70.15789473684211,383.35000000000002,212.0,0.0,50.0,0.0,0.0,50.0,212.0,383.40034885221479,0.0,77.513505212348065,0.0,0.0,77.513505212348065,383.40034885221479,20.0,0.0,19.0,0.0,0.0,19.0,20.0
75,1,1188.0,245.0,1194.0,6373.0,37.125,22.272727272727273,31.421052631578949,86.121621621621628,35.026666666666664,29.979166666666668,28.0,19.0,28.5,61.0,29.0,27.5,31.443153070263168,14.384909448262464,18.174058404549232,84.538645041652117,26.034834783847245,18.589299770895686,32.0,11.0,38.0,74.0,75.0,48.0,3455.0,2924.0,1355.0,0.0,1266.0,191.94444444444446,139.23809523809524,75.277777777777771,0.0,66.631578947368425,75.277777777777771,402.36842105263156,115.0,108.0,63.0,0.0,43.0,63.0,262.0,178.12432369375617,106.2194066932999,34.468674273502884,0.0,52.629999976315084,34.468674273502884,259.78335316512766,18.0,21.0,18.0,0.0,19.0,18.0,19.0,5376.0,0.0,3624.0,0.0,0.0,192.0,0.0,134.22222222222223,0.0,0.0,134.22222222222223,192.0,183.0,0.0,58.0,0.0,0.0,58.0,183.0,161.52797192525421,0.0,159.44843200588645,0.0,0.0,159.44843200588645,161.52797192525421,28.0,0.0,27.0,0.0,0.0,27.0,28.0
75,2,1767.0,1457.0,2148.0,3628.0,63.107142857142854,66.227272727272734,63.176470588235297,65.963636363636368,95.928571428571431,83.837209302325576,48.0,42.0,39.0,51.0,71.0,67.0,43.089888841910039,60.142959852627065,50.121306135412347,53.610366581088364,83.232861200810987,60.095246196914943,28.0,22.0,34.0,55.0,56.0,43.0,1349.0,7136.0,322.0,0.0,193.0,134.90000000000001,713.60000000000002,64.400000000000006,0.0,48.25,64.400000000000006,1446.3333333333333,86.0,652.5,63.0,0.0,44.0,63.0,1579.0,119.43236579755089,601.83622356916999,23.465719677862001,0.0,11.755317945508747,23.465719677862001,519.76650740714547,10.0,10.0,5.0,0.0,4.0,5.0,6.0,6311.0,0.0,2689.0,0.0,0.0,573.72727272727275,0.0,268.89999999999998,0.0,0.0,268.89999999999998,573.72727272727275,341.0,0.0,230.5,0.0,0.0,230.5,341.0,579.82882911630065,0.0,218.82159399839861,0.0,0.0,218.82159399839861,579.82882911630065,11.0,0.0,10.0,0.0,0.0,10.0,11.0
77,1,1061.0,2282.0,637.0,5020.0,35.366666666666667,36.806451612903224,28.954545454545453,65.194805194805198,51.025641025641029,44.227272727272727,27.0,33.0,23.0,46.0,44.0,39.5,25.812766006162313,26.522564166942725,20.483867871454517,53.223136986430404,36.325089993703038,33.335210002268127,30.0,62.0,22.0,77.0,78.0,66.0,2325.0,3399.0,1875.0,0.0,1401.0,110.71428571428571,106.21875,85.227272727272734,0.0,53.884615384615387,85.227272727272734,309.78260869565219,78.0,102.0,77.0,0.0,36.0,77.0,284.0,114.04098797702304,70.26144674312863,41.410288377057633,0.0,49.652118184793352,41.410288377057633,175.2788973934272,21.0,32.0,22.0,0.0,26.0,22.0,23.0,6512.0,0.0,2488.0,0.0,0.0,271.33333333333331,0.0,103.66666666666667,0.0,0.0,103.66666666666667,271.33333333333331,265.5,0.0,44.5,0.0,0.0,44.5,265.5,156.52041045463972,0.0,133.021510374158,0.0,0.0,133.021510374158,156.52041045463972,24.0,0.0,24.0,0.0,0.0,24.0,24.0
77,2,1267.0,2416.0,263.0,5054.0,55.086956521739133,58.926829268292686,29.222222222222221,107.53191489361703,82.208333333333329,60.886363636363633,40.0,50.0,30.0,72.0,57.5,51.0,49.689394409916055,41.923501904035646,16.671851045518327,105.52661277003143,67.058729960303381,43.737967648824139,23.0,41.0,9.0,47.0,48.0,44.0,936.0,7122.0,473.0,0.0,469.0,156.0,791.33333333333337,78.833333333333329,0.0,67.0,78.833333333333329,1218.1428571428571,134.5,742.0,75.5,0.0,64.0,75.5,1014.0,105.09519494249011,622.26700235688395,23.08980053809233,0.0,38.336852840501734,23.08980053809233,497.80128811502641,6.0,9.0,6.0,0.0,7.0,6.0,7.0,7812.0,0.0,1188.0,0.0,0.0,520.79999999999995,0.0,84.857142857142861,0.0,0.0,84.857142857142861,520.79999999999995,82.0,0.0,58.0,0.0,0.0,58.0,82.0,654.44930539602024,0.0,87.699859213812019,0.0,0.0,87.699859213812019,654.44930539602024,15.0,0.0,14.0,0.0,0.0,14.0,15.0
78,1,1711.0,153.0,106.0,7030.0,32.283018867924525,21.857142857142858,17.666666666666668,113.38709677419355,31.269841269841269,19.923076923076923,26.0,19.0,14.0,74.0,26.0,17.0,22.076519891257274,9.7016724836283679,8.5958646388184192,106.14162098100117,21.599681324226481,9.4418180979132842,53.0,7.0,6.0,62.0,63.0,13.0,3066.0,4182.0,1752.0,0.0,0.0,133.30434782608697,174.25,76.173913043478265,0.0,0.0,76.173913043478265,302.0,108.0,130.5,75.0,0.0,0.0,75.0,233.0,118.19785725366292,148.69915097269384,24.480075614249952,0.0,0.0,24.480075614249952,219.37069084086872,23.0,24.0,23.0,0.0,0.0,23.0,24.0,6753.0,0.0,2247.0,0.0,0.0,293.60869565217394,0.0,102.13636363636364,0.0,0.0,102.13636363636364,293.60869565217394,242.0,0.0,70.5,0.0,0.0,70.5,242.0,177.01970883404471,0.0,109.5408995658058,0.0,0.0,109.5408995658058,177.01970883404471,23.0,0.0,22.0,0.0,0.0,22.0,23.0
78,2,1681.0,1268.0,236.0,5815.0,49.441176470588232,55.130434782608695,21.454545454545453,121.14583333333333,66.354166666666671,55.703703703703702,36.0,32.0,17.0,74.0,46.0,43.0,40.738182101915868,44.868217034009319,14.999173530950639,111.67866656605558,54.718023227929407,42.203049578081284,34.0,23.0,11.0,48.0,48.0,27.0,598.0,7811.0,551.0,40.0,0.0,66.444444444444443,650.91666666666663,55.100000000000001,40.0,0.0,53.727272727272727,700.75,33.0,500.5,50.0,40.0,0.0,49.0,549.0,75.488205276072549,436.11647112771249,17.478272225823694,0.0,0.0,17.220975102213998,465.61645965322145,9.0,12.0,10.0,1.0,0.0,11.0,12.0,7787.0,0.0,1213.0,0.0,0.0,648.91666666666663,0.0,101.08333333333333,0.0,0.0,101.08333333333333,648.91666666666663,514.5,0.0,48.5,0.0,0.0,48.5,514.5,434.4581794859227,0.0,98.997018754214125,0.0,0.0,98.997018754214125,434.4581794859227,12.0,0.0,12.0,0.0,0.0,12.0,12.0
79,1,4903.0,625.0,1431.0,2041.0,94.288461538461533,31.25,40.885714285714286,35.189655172413794,119.98275862068965,58.74285714285714,65.0,25.5,22.0,28.5,91.5,34.0,104.81271512311514,19.575175605853449,44.525287472286976,27.209567851028336,117.61516606688841,63.418042884224256,52.0,20.0,35.0,58.0,58.0,35.0,4430.0,3299.0,1271.0,0.0,0.0,192.60869565217391,143.43478260869566,60.523809523809526,0.0,0.0,60.523809523809526,351.31818181818181,98.0,125.0,55.0,0.0,0.0,55.0,265.5,154.97566123930412,89.516005897879865,20.795189571077543,0.0,0.0,20.795189571077543,249.33172251287976,23.0,23.0,21.0,0.0,0.0,21.0,22.0,7789.0,0.0,1211.0,0.0,0.0,370.90476190476193,0.0,60.549999999999997,0.0,0.0,60.549999999999997,370.90476190476193,360.0,0.0,39.0,0.0,0.0,39.0,360.0,231.10107142854076,0.0,58.047803576018261,0.0,0.0,58.047803576018261,231.10107142854076,21.0,0.0,20.0,0.0,0.0,20.0,21.0
79,2,5436.0,221.0,193.0,3150.0,146.91891891891891,36.833333333333336,16.083333333333332,64.285714285714292,117.0,23.0,94.0,27.5,7.0,51.0,36.5,9.0,166.42543633198238,27.297232256931999,16.645611700652186,54.099304005481919,188.97364895667332,22.995168574676242,37.0,6.0,12.0,49.0,50.0,18.0,1162.0,7248.0,558.0,32.0,0.0,77.466666666666669,362.39999999999998,34.875,32.0,0.0,36.875,494.70588235294116,65.0,256.5,32.5,32.0,0.0,34.0,371.0,59.20908338722662,309.99877419112482,12.514366743866827,0.0,0.0,9.4397762155678251,330.2682981894074,15.0,20.0,16.0,1.0,0.0,16.0,17.0,7060.0,0.0,1940.0,0.0,0.0,282.39999999999998,0.0,80.833333333333329,0.0,0.0,80.833333333333329,282.39999999999998,179.0,0.0,46.0,0.0,0.0,46.0,179.0,279.41195393182448,0.0,80.884519875904289,0.0,0.0,80.884519875904289,279.41195393182448,25.0,0.0,24.0,0.0,0.0,24.0,25.0
80,1,2996.0,2240.0,1373.0,2391.0,71.333333333333329,86.15384615384616,57.208333333333336,50.872340425531917,137.6875,112.90625,53.5,73.5,43.0,35.0,59.5,57.0,66.855803134046724,60.408667429365764,48.778392728976037,42.061058465084528,175.57205978481693,123.03082931093938,42.0,26.0,24.0,47.0,48.0,32.0,1754.0,5514.0,1732.0,0.0,0.0,125.28571428571429,393.85714285714283,133.23076923076923,0.0,0.0,133.23076923076923,519.14285714285711,110.5,382.5,123.0,0.0,0.0,123.0,556.5,69.111120225152703,185.39257850104278,46.680837521578127,0.0,0.0,46.680837521578127,185.80860242382181,14.0,14.0,13.0,0.0,0.0,13.0,14.0,7668.0,0.0,1332.0,0.0,0.0,451.05882352941177,0.0,83.25,0.0,0.0,83.25,451.05882352941177,365.0,0.0,54.0,0.0,0.0,54.0,365.0,323.81611895137888,0.0,72.533182061729519,0.0,0.0,72.533182061729519,323.81611895137888,17.0,0.0,16.0,0.0,0.0,16.0,17.0
80,2,4600.0,3375.0,388.0,637.0,242.10526315789474,259.61538461538464,55.428571428571431,42.466666666666669,557.5333333333333,268.78571428571428,166.0,161.0,41.0,24.0,252.0,150.0,294.49669728053198,251.73445669274304,34.045587684989762,37.666725663670604,585.20798202196647,255.5205271517699,19.0,13.0,7.0,15.0,15.0,14.0,824.0,7858.0,318.0,0.0,0.0,206.0,1964.5,159.0,0.0,0.0,159.0,2894.0,116.0,1719.5,159.0,0.0,0.0,159.0,2741.0,187.86298198421105,1292.6582108198593,62.0,0.0,0.0,62.0,862.90555682531101,4.0,4.0,2.0,0.0,0.0,2.0,3.0,7638.0,0.0,1362.0,0.0,0.0,1909.5,0.0,454.0,0.0,0.0,454.0,1909.5,1704.5,0.0,609.0,0.0,0.0,609.0,1704.5,1485.5602478526409,0.0,278.4492772481193,0.0,0.0,278.4492772481193,1485.5602478526409,4.0,0.0,3.0,0.0,0.0,3.0,4.0
