Dyad,Cov,SectionStartTime,GazeID,Start,End,Duration,GazeType,S+H_NoSound_Overall_Time,S+H_Sound_Overall_Time,S+H_NoSound_Mean,S+H_Sound_Mean,S+H_NoSound_Median,S+H_Sound_Median,S+H_NoSound_PopularSD,S+H_Sound_PopularSD,S+H_NoSound_Frequency,S+H_Sound_Frequency,S+H_NoSound_Max,S+H_Sound_Max,S+H_NoSound_Min,S+H_Sound_Min
21,1,6000,30,8060,8104,45,4,0.0,45.0,0.0,45.0,0.0,45.0,0.0,0.0,0.0,1.0,0.0,45.0,0.0,45.0
21,1,6000,31,8105,8125,21,1,3.0,18.0,3.0,18.0,3.0,18.0,0.0,0.0,1.0,1.0,3.0,18.0,3.0,18.0
21,1,6000,32,8126,8185,60,4,60.0,0.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,0.0,60.0,0.0,60.0,0.0
21,1,6000,33,8186,8217,32,3,32.0,0.0,32.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,32.0,0.0
21,1,6000,34,8218,8232,15,4,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,15.0,0.0
21,1,6000,35,8233,8250,18,2,18.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,18.0,0.0
21,1,6000,36,8251,8501,251,3,186.0,65.0,186.0,65.0,186.0,65.0,0.0,0.0,1.0,1.0,186.0,65.0,186.0,65.0
21,1,6000,37,8502,8588,87,1,46.0,41.0,46.0,20.5,46.0,20.5,0.0,9.5,1.0,2.0,46.0,30.0,46.0,11.0
21,1,6000,38,8589,8639,51,2,0.0,51.0,0.0,51.0,0.0,51.0,0.0,0.0,0.0,1.0,0.0,51.0,0.0,51.0
21,1,6000,39,8640,8694,55,1,0.0,55.0,0.0,55.0,0.0,55.0,0.0,0.0,0.0,1.0,0.0,55.0,0.0,55.0
21,1,6000,40,8695,8750,56,4,0.0,56.0,0.0,56.0,0.0,56.0,0.0,0.0,0.0,1.0,0.0,56.0,0.0,56.0
21,1,6000,41,8751,8820,70,2,0.0,70.0,0.0,70.0,0.0,70.0,0.0,0.0,0.0,1.0,0.0,70.0,0.0,70.0
21,1,6000,42,8821,8853,33,1,0.0,33.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,1.0,0.0,33.0,0.0,33.0
21,1,6000,43,8854,8863,10,3,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,10.0
21,1,6000,44,8864,8887,24,1,0.0,24.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,24.0
21,1,6000,45,8888,8955,68,4,0.0,68.0,0.0,68.0,0.0,68.0,0.0,0.0,0.0,1.0,0.0,68.0,0.0,68.0
21,1,6000,46,8956,8999,44,2,0.0,44.0,0.0,44.0,0.0,44.0,0.0,0.0,0.0,1.0,0.0,44.0,0.0,44.0
21,2,0,0,0,34,35,2,35.0,0.0,35.0,0.0,35.0,0.0,0.0,0.0,1.0,0.0,35.0,0.0,35.0,0.0
21,2,0,1,35,112,78,3,78.0,0.0,78.0,0.0,78.0,0.0,0.0,0.0,1.0,0.0,78.0,0.0,78.0,0.0
21,2,0,2,113,125,13,4,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,13.0,0.0
21,2,0,3,126,149,24,3,24.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,24.0,0.0
21,2,0,4,150,180,31,4,31.0,0.0,31.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,31.0,0.0,31.0,0.0
21,2,0,5,181,286,106,3,106.0,0.0,106.0,0.0,106.0,0.0,0.0,0.0,1.0,0.0,106.0,0.0,106.0,0.0
21,2,0,6,287,360,74,2,43.0,31.0,21.5,31.0,21.5,31.0,10.5,0.0,2.0,1.0,32.0,31.0,11.0,31.0
21,2,0,7,361,393,33,4,20.0,13.0,10.0,13.0,10.0,13.0,2.0,0.0,2.0,1.0,12.0,13.0,8.0,13.0
21,2,0,8,394,439,46,3,26.0,20.0,13.0,20.0,13.0,20.0,5.0,0.0,2.0,1.0,18.0,20.0,8.0,20.0
21,2,0,9,440,449,10,4,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,10.0,0.0
21,2,0,10,450,513,64,3,64.0,0.0,64.0,0.0,64.0,0.0,0.0,0.0,1.0,0.0,64.0,0.0,64.0,0.0
21,2,0,11,514,523,10,4,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,10.0,0.0
21,2,0,12,524,595,72,2,72.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,1.0,0.0,72.0,0.0,72.0,0.0
21,2,0,13,596,604,9,4,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,9.0,0.0
21,2,0,14,605,749,145,3,145.0,0.0,145.0,0.0,145.0,0.0,0.0,0.0,1.0,0.0,145.0,0.0,145.0,0.0
21,2,0,15,750,762,13,2,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,13.0,0.0
21,2,0,16,763,777,15,3,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,15.0,0.0
21,2,0,17,778,830,53,4,53.0,0.0,53.0,0.0,53.0,0.0,0.0,0.0,1.0,0.0,53.0,0.0,53.0,0.0
21,2,0,18,831,1256,426,2,426.0,0.0,426.0,0.0,426.0,0.0,0.0,0.0,1.0,0.0,426.0,0.0,426.0,0.0
21,2,0,19,1257,1413,157,3,157.0,0.0,157.0,0.0,157.0,0.0,0.0,0.0,1.0,0.0,157.0,0.0,157.0,0.0
21,2,0,20,1414,1428,15,2,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,15.0,0.0
21,2,0,21,1429,1502,74,4,74.0,0.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,0.0,74.0,0.0,74.0,0.0
21,2,0,22,1503,1647,145,2,145.0,0.0,145.0,0.0,145.0,0.0,0.0,0.0,1.0,0.0,145.0,0.0,145.0,0.0
21,2,0,23,1648,1730,83,3,38.0,45.0,19.0,45.0,19.0,45.0,3.0,0.0,2.0,1.0,22.0,45.0,16.0,45.0
21,2,0,24,1731,1791,61,4,41.0,20.0,20.5,20.0,20.5,20.0,14.5,0.0,2.0,1.0,35.0,20.0,6.0,20.0
21,2,0,25,1792,1824,33,2,16.0,17.0,16.0,17.0,16.0,17.0,0.0,0.0,1.0,1.0,16.0,17.0,16.0,17.0
21,2,0,26,1825,1971,147,3,31.0,116.0,31.0,116.0,31.0,116.0,0.0,0.0,1.0,1.0,31.0,116.0,31.0,116.0
21,2,0,27,1972,1994,23,4,23.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,23.0,0.0
21,2,0,28,1995,2023,29,2,29.0,0.0,29.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0,29.0,0.0,29.0,0.0
21,2,0,29,2024,2077,54,3,54.0,0.0,54.0,0.0,54.0,0.0,0.0,0.0,1.0,0.0,54.0,0.0,54.0,0.0
21,2,0,30,2078,2101,24,4,24.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,24.0,0.0
21,2,0,31,2102,2328,227,2,193.0,34.0,96.5,34.0,96.5,34.0,35.5,0.0,2.0,1.0,132.0,34.0,61.0,34.0
21,2,0,32,2329,2545,217,3,217.0,0.0,217.0,0.0,217.0,0.0,0.0,0.0,1.0,0.0,217.0,0.0,217.0,0.0
21,2,0,33,2546,2632,87,2,87.0,0.0,87.0,0.0,87.0,0.0,0.0,0.0,1.0,0.0,87.0,0.0,87.0,0.0
21,2,0,34,2633,2741,109,3,109.0,0.0,109.0,0.0,109.0,0.0,0.0,0.0,1.0,0.0,109.0,0.0,109.0,0.0
21,2,0,35,2742,2766,25,2,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,25.0,0.0
21,2,0,36,2767,2828,62,1,62.0,0.0,62.0,0.0,62.0,0.0,0.0,0.0,1.0,0.0,62.0,0.0,62.0,0.0
21,2,0,37,2829,2886,58,2,58.0,0.0,58.0,0.0,58.0,0.0,0.0,0.0,1.0,0.0,58.0,0.0,58.0,0.0
21,2,0,38,2887,2991,105,3,105.0,0.0,105.0,0.0,105.0,0.0,0.0,0.0,1.0,0.0,105.0,0.0,105.0,0.0
21,2,0,39,2992,2999,8,4,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,8.0,0.0
21,2,3000,0,3000,3010,11,4,11.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,11.0,0.0
21,2,3000,1,3011,3029,19,2,19.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,19.0,0.0
21,2,3000,2,3030,3054,25,3,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,25.0,0.0
21,2,3000,3,3055,3254,200,2,200.0,0.0,200.0,0.0,200.0,0.0,0.0,0.0,1.0,0.0,200.0,0.0,200.0,0.0
21,2,3000,4,3255,3424,170,3,170.0,0.0,170.0,0.0,170.0,0.0,0.0,0.0,1.0,0.0,170.0,0.0,170.0,0.0
21,2,3000,5,3425,3547,123,2,123.0,0.0,123.0,0.0,123.0,0.0,0.0,0.0,1.0,0.0,123.0,0.0,123.0,0.0
21,2,3000,6,3548,3617,70,4,70.0,0.0,70.0,0.0,70.0,0.0,0.0,0.0,1.0,0.0,70.0,0.0,70.0,0.0
21,2,3000,7,3618,3640,23,3,1.0,22.0,1.0,22.0,1.0,22.0,0.0,0.0,1.0,1.0,1.0,22.0,1.0,22.0
21,2,3000,8,3641,3661,21,4,0.0,21.0,0.0,21.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,21.0
21,2,3000,9,3662,3711,50,2,31.0,19.0,31.0,19.0,31.0,19.0,0.0,0.0,1.0,1.0,31.0,19.0,31.0,19.0
21,2,3000,10,3712,3737,26,3,26.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,26.0,0.0
21,2,3000,11,3738,3762,25,4,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,25.0,0.0
21,2,3000,12,3763,3795,33,3,9.0,24.0,9.0,24.0,9.0,24.0,0.0,0.0,1.0,1.0,9.0,24.0,9.0,24.0
21,2,3000,13,3796,3809,14,4,0.0,14.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,14.0
21,2,3000,14,3810,3889,80,1,0.0,80.0,0.0,80.0,0.0,80.0,0.0,0.0,0.0,1.0,0.0,80.0,0.0,80.0
21,2,3000,15,3890,3910,21,4,0.0,21.0,0.0,21.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,21.0
21,2,3000,16,3911,3938,28,1,0.0,28.0,0.0,28.0,0.0,28.0,0.0,0.0,0.0,1.0,0.0,28.0,0.0,28.0
21,2,3000,17,3939,3982,44,4,1.0,43.0,1.0,43.0,1.0,43.0,0.0,0.0,1.0,1.0,1.0,43.0,1.0,43.0
21,2,3000,18,3983,3995,13,2,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,13.0,0.0
21,2,3000,19,3996,4057,62,4,62.0,0.0,62.0,0.0,62.0,0.0,0.0,0.0,1.0,0.0,62.0,0.0,62.0,0.0
21,2,3000,20,4058,4132,75,3,75.0,0.0,75.0,0.0,75.0,0.0,0.0,0.0,1.0,0.0,75.0,0.0,75.0,0.0
21,2,3000,21,4133,4218,86,2,86.0,0.0,86.0,0.0,86.0,0.0,0.0,0.0,1.0,0.0,86.0,0.0,86.0,0.0
21,2,3000,22,4219,4325,107,1,107.0,0.0,107.0,0.0,107.0,0.0,0.0,0.0,1.0,0.0,107.0,0.0,107.0,0.0
21,2,3000,23,4326,4335,10,2,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,10.0,0.0
21,2,3000,24,4336,4481,146,3,146.0,0.0,146.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,146.0,0.0,146.0,0.0
21,2,3000,25,4482,4678,197,2,197.0,0.0,197.0,0.0,197.0,0.0,0.0,0.0,1.0,0.0,197.0,0.0,197.0,0.0
21,2,3000,26,4679,4828,150,3,150.0,0.0,150.0,0.0,150.0,0.0,0.0,0.0,1.0,0.0,150.0,0.0,150.0,0.0
21,2,3000,27,4829,4847,19,4,19.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,19.0,0.0
21,2,3000,28,4848,4931,84,2,84.0,0.0,84.0,0.0,84.0,0.0,0.0,0.0,1.0,0.0,84.0,0.0,84.0,0.0
21,2,3000,29,4932,4942,11,4,11.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,11.0,0.0
21,2,3000,30,4943,5195,253,3,253.0,0.0,253.0,0.0,253.0,0.0,0.0,0.0,1.0,0.0,253.0,0.0,253.0,0.0
21,2,3000,31,5196,5329,134,2,75.0,59.0,37.5,59.0,37.5,59.0,22.5,0.0,2.0,1.0,60.0,59.0,15.0,59.0
21,2,3000,32,5330,5352,23,4,23.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,23.0,0.0
21,2,3000,33,5353,5639,287,3,287.0,0.0,287.0,0.0,287.0,0.0,0.0,0.0,1.0,0.0,287.0,0.0,287.0,0.0
21,2,3000,34,5640,5657,18,4,18.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,18.0,0.0
21,2,3000,35,5658,5869,212,2,212.0,0.0,212.0,0.0,212.0,0.0,0.0,0.0,1.0,0.0,212.0,0.0,212.0,0.0
21,2,3000,36,5870,5949,80,3,80.0,0.0,80.0,0.0,80.0,0.0,0.0,0.0,1.0,0.0,80.0,0.0,80.0,0.0
21,2,3000,37,5950,5965,16,4,16.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,16.0,0.0
21,2,3000,38,5966,5999,34,1,34.0,0.0,34.0,0.0,34.0,0.0,0.0,0.0,1.0,0.0,34.0,0.0,34.0,0.0
21,2,6000,0,6000,6126,127,1,127.0,0.0,127.0,0.0,127.0,0.0,0.0,0.0,1.0,0.0,127.0,0.0,127.0,0.0
21,2,6000,1,6127,6257,131,3,131.0,0.0,131.0,0.0,131.0,0.0,0.0,0.0,1.0,0.0,131.0,0.0,131.0,0.0
21,2,6000,2,6258,6276,19,4,19.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,19.0,0.0
21,2,6000,3,6277,6441,165,2,121.0,44.0,60.5,44.0,60.5,44.0,52.5,0.0,2.0,1.0,113.0,44.0,8.0,44.0
21,2,6000,4,6442,6494,53,3,53.0,0.0,53.0,0.0,53.0,0.0,0.0,0.0,1.0,0.0,53.0,0.0,53.0,0.0
21,2,6000,5,6495,6516,22,4,22.0,0.0,22.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,22.0,0.0
21,2,6000,6,6517,6555,39,3,39.0,0.0,39.0,0.0,39.0,0.0,0.0,0.0,1.0,0.0,39.0,0.0,39.0,0.0
21,2,6000,7,6556,6584,29,4,2.0,27.0,2.0,27.0,2.0,27.0,0.0,0.0,1.0,1.0,2.0,27.0,2.0,27.0
21,2,6000,8,6585,6607,23,2,11.0,12.0,11.0,12.0,11.0,12.0,0.0,0.0,1.0,1.0,11.0,12.0,11.0,12.0
21,2,6000,9,6608,6659,52,3,52.0,0.0,52.0,0.0,52.0,0.0,0.0,0.0,1.0,0.0,52.0,0.0,52.0,0.0
21,2,6000,10,6660,6712,53,4,53.0,0.0,53.0,0.0,53.0,0.0,0.0,0.0,1.0,0.0,53.0,0.0,53.0,0.0
21,2,6000,11,6713,6994,282,2,282.0,0.0,282.0,0.0,282.0,0.0,0.0,0.0,1.0,0.0,282.0,0.0,282.0,0.0
21,2,6000,12,6995,7253,259,3,208.0,51.0,104.0,51.0,104.0,51.0,17.0,0.0,2.0,1.0,121.0,51.0,87.0,51.0
21,2,6000,13,7254,7320,67,4,41.0,26.0,20.5,26.0,20.5,26.0,4.5,0.0,2.0,1.0,25.0,26.0,16.0,26.0
21,2,6000,14,7321,7390,70,3,61.0,9.0,61.0,9.0,61.0,9.0,0.0,0.0,1.0,1.0,61.0,9.0,61.0,9.0
21,2,6000,15,7391,7405,15,4,0.0,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,15.0
21,2,6000,16,7406,7464,59,1,0.0,59.0,0.0,59.0,0.0,59.0,0.0,0.0,0.0,1.0,0.0,59.0,0.0,59.0
21,2,6000,17,7465,7513,49,4,0.0,49.0,0.0,49.0,0.0,49.0,0.0,0.0,0.0,1.0,0.0,49.0,0.0,49.0
21,2,6000,18,7514,7614,101,2,0.0,101.0,0.0,101.0,0.0,101.0,0.0,0.0,0.0,1.0,0.0,101.0,0.0,101.0
21,2,6000,19,7615,7661,47,4,3.0,44.0,3.0,44.0,3.0,44.0,0.0,0.0,1.0,1.0,3.0,44.0,3.0,44.0
21,2,6000,20,7662,7689,28,1,28.0,0.0,28.0,0.0,28.0,0.0,0.0,0.0,1.0,0.0,28.0,0.0,28.0,0.0
21,2,6000,21,7690,7714,25,2,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,25.0,0.0
21,2,6000,22,7715,7736,22,4,22.0,0.0,22.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,22.0,0.0
21,2,6000,23,7737,7764,28,3,28.0,0.0,28.0,0.0,28.0,0.0,0.0,0.0,1.0,0.0,28.0,0.0,28.0,0.0
21,2,6000,24,7765,7827,63,2,63.0,0.0,63.0,0.0,63.0,0.0,0.0,0.0,1.0,0.0,63.0,0.0,63.0,0.0
21,2,6000,25,7828,8173,346,3,346.0,0.0,346.0,0.0,346.0,0.0,0.0,0.0,1.0,0.0,346.0,0.0,346.0,0.0
21,2,6000,26,8174,8233,60,2,60.0,0.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,0.0,60.0,0.0,60.0,0.0
21,2,6000,27,8234,8279,46,1,46.0,0.0,46.0,0.0,46.0,0.0,0.0,0.0,1.0,0.0,46.0,0.0,46.0,0.0
21,2,6000,28,8280,8301,22,2,22.0,0.0,22.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,22.0,0.0
21,2,6000,29,8302,8374,73,1,73.0,0.0,73.0,0.0,73.0,0.0,0.0,0.0,1.0,0.0,73.0,0.0,73.0,0.0
21,2,6000,30,8375,8453,79,2,34.0,45.0,17.0,45.0,17.0,45.0,14.0,0.0,2.0,1.0,31.0,45.0,3.0,45.0
21,2,6000,31,8454,8472,19,4,19.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,19.0,0.0
21,2,6000,32,8473,8540,68,3,27.0,41.0,27.0,41.0,27.0,41.0,0.0,0.0,1.0,1.0,27.0,41.0,27.0,41.0
21,2,6000,33,8541,8650,110,4,108.0,2.0,108.0,2.0,108.0,2.0,0.0,0.0,1.0,1.0,108.0,2.0,108.0,2.0
21,2,6000,34,8651,8707,57,3,57.0,0.0,57.0,0.0,57.0,0.0,0.0,0.0,1.0,0.0,57.0,0.0,57.0,0.0
21,2,6000,35,8708,8734,27,1,27.0,0.0,27.0,0.0,27.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,27.0,0.0
21,2,6000,36,8735,8781,47,4,47.0,0.0,47.0,0.0,47.0,0.0,0.0,0.0,1.0,0.0,47.0,0.0,47.0,0.0
21,2,6000,37,8782,8858,77,2,77.0,0.0,77.0,0.0,77.0,0.0,0.0,0.0,1.0,0.0,77.0,0.0,77.0,0.0
21,2,6000,38,8859,8882,24,3,24.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,24.0,0.0
21,2,6000,39,8883,8999,117,2,117.0,0.0,117.0,0.0,117.0,0.0,0.0,0.0,1.0,0.0,117.0,0.0,117.0,0.0
23,1,0,0,0,9,10,1,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,10.0
23,1,0,1,10,161,152,4,97.0,55.0,32.333333333333336,18.333333333333332,29.0,17.0,18.926759422104521,5.7927157323275882,3.0,3.0,57.0,26.0,11.0,12.0
23,1,0,2,162,202,41,2,41.0,0.0,41.0,0.0,41.0,0.0,0.0,0.0,1.0,0.0,41.0,0.0,41.0,0.0
23,1,0,3,203,228,26,4,26.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,26.0,0.0
23,1,0,4,229,287,59,2,59.0,0.0,59.0,0.0,59.0,0.0,0.0,0.0,1.0,0.0,59.0,0.0,59.0,0.0
23,1,0,5,288,296,9,4,6.0,3.0,6.0,3.0,6.0,3.0,0.0,0.0,1.0,1.0,6.0,3.0,6.0,3.0
23,1,0,6,297,331,35,1,0.0,35.0,0.0,35.0,0.0,35.0,0.0,0.0,0.0,1.0,0.0,35.0,0.0,35.0
23,1,0,7,332,389,58,4,40.0,18.0,40.0,18.0,40.0,18.0,0.0,0.0,1.0,1.0,40.0,18.0,40.0,18.0
23,1,0,8,390,404,15,1,8.0,7.0,8.0,7.0,8.0,7.0,0.0,0.0,1.0,1.0,8.0,7.0,8.0,7.0
23,1,0,9,405,562,158,4,81.0,77.0,81.0,77.0,81.0,77.0,0.0,0.0,1.0,1.0,81.0,77.0,81.0,77.0
23,1,0,10,563,577,15,2,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,15.0,0.0
23,1,0,11,578,603,26,1,26.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,26.0,0.0
23,1,0,12,604,632,29,3,29.0,0.0,29.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0,29.0,0.0,29.0,0.0
23,1,0,13,633,639,7,4,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,7.0,0.0
23,1,0,14,640,670,31,1,31.0,0.0,31.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,31.0,0.0,31.0,0.0
23,1,0,15,671,738,68,3,68.0,0.0,68.0,0.0,68.0,0.0,0.0,0.0,1.0,0.0,68.0,0.0,68.0,0.0
23,1,0,16,739,771,33,1,33.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,1.0,0.0,33.0,0.0,33.0,0.0
23,1,0,17,772,787,16,3,16.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,16.0,0.0
23,1,0,18,788,797,10,4,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,10.0,0.0
23,1,0,19,798,814,17,3,10.0,7.0,10.0,7.0,10.0,7.0,0.0,0.0,1.0,1.0,10.0,7.0,10.0,7.0
23,1,0,20,815,831,17,4,0.0,17.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,17.0
23,1,0,21,832,857,26,3,0.0,26.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,26.0
23,1,0,22,858,887,30,4,0.0,30.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,30.0,0.0,30.0
23,1,0,23,888,921,34,2,0.0,34.0,0.0,34.0,0.0,34.0,0.0,0.0,0.0,1.0,0.0,34.0,0.0,34.0
23,1,0,24,922,937,16,4,7.0,9.0,7.0,9.0,7.0,9.0,0.0,0.0,1.0,1.0,7.0,9.0,7.0,9.0
23,1,0,25,938,952,15,3,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,15.0,0.0
23,1,0,26,953,971,19,4,19.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,19.0,0.0
23,1,0,27,972,984,13,1,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,13.0,0.0
23,1,0,28,985,1003,19,4,19.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,19.0,0.0
23,1,0,29,1004,1088,85,3,71.0,14.0,71.0,14.0,71.0,14.0,0.0,0.0,1.0,1.0,71.0,14.0,71.0,14.0
23,1,0,30,1089,1135,47,2,11.0,36.0,11.0,36.0,11.0,36.0,0.0,0.0,1.0,1.0,11.0,36.0,11.0,36.0
23,1,0,31,1136,1159,24,1,14.0,10.0,14.0,10.0,14.0,10.0,0.0,0.0,1.0,1.0,14.0,10.0,14.0,10.0
23,1,0,32,1160,1179,20,4,0.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,20.0
23,1,0,33,1180,1196,17,1,0.0,17.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,17.0
23,1,0,34,1197,1368,172,4,67.0,105.0,67.0,105.0,67.0,105.0,0.0,0.0,1.0,1.0,67.0,105.0,67.0,105.0
23,1,0,35,1369,1655,287,3,270.0,17.0,270.0,17.0,270.0,17.0,0.0,0.0,1.0,1.0,270.0,17.0,270.0,17.0
23,1,0,36,1656,1762,107,2,24.0,83.0,24.0,83.0,24.0,83.0,0.0,0.0,1.0,1.0,24.0,83.0,24.0,83.0
23,1,0,37,1763,1831,69,4,51.0,18.0,25.5,18.0,25.5,18.0,0.5,0.0,2.0,1.0,26.0,18.0,25.0,18.0
23,1,0,38,1832,2101,270,3,224.0,46.0,224.0,46.0,224.0,46.0,0.0,0.0,1.0,1.0,224.0,46.0,224.0,46.0
23,1,0,39,2102,2117,16,2,0.0,16.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,16.0
23,1,0,40,2118,2189,72,4,20.0,52.0,20.0,26.0,20.0,26.0,0.0,10.0,1.0,2.0,20.0,36.0,20.0,16.0
23,1,0,41,2190,2203,14,1,0.0,14.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,14.0
23,1,0,42,2204,2264,61,4,21.0,40.0,10.5,20.0,10.5,20.0,0.5,2.0,2.0,2.0,11.0,22.0,10.0,18.0
23,1,0,43,2265,2380,116,3,116.0,0.0,116.0,0.0,116.0,0.0,0.0,0.0,1.0,0.0,116.0,0.0,116.0,0.0
23,1,0,44,2381,2385,5,4,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0
23,1,0,45,2386,2523,138,1,138.0,0.0,138.0,0.0,138.0,0.0,0.0,0.0,1.0,0.0,138.0,0.0,138.0,0.0
23,1,0,46,2524,2639,116,3,116.0,0.0,116.0,0.0,116.0,0.0,0.0,0.0,1.0,0.0,116.0,0.0,116.0,0.0
23,1,0,47,2640,2746,107,2,28.0,79.0,28.0,79.0,28.0,79.0,0.0,0.0,1.0,1.0,28.0,79.0,28.0,79.0
23,1,0,48,2747,2752,6,4,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,6.0
23,1,0,49,2753,2770,18,2,0.0,18.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,18.0
